B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.92,0.90,0.90,0.91,0.91,0.90,Fulbari,Loam,MEL,0.0061,0.17,0.00009,3.71,1.26,0.00209
0.93,0.92,0.91,0.93,0.92,0.92,Fulbari,Loam,MEL,0.01055,0.23,0.0001,5.07,1.58,0.01064
0.95,0.93,0.92,0.94,0.93,0.93,Fulbari,Loam,MEL,0.0044,0.11,0.00008,1.77,0.43,0.00848
0.96,0.94,0.94,0.95,0.95,0.94,Fulbari,Loam,MEL,0.0047,0.13,0.0001,1.6,0.7,0.00908
0.97,0.96,0.95,0.97,0.96,0.96,Fulbari,Sandy,MEL,0.01868,0.14,0.00014,2,0.68,0.00585
0.99,0.97,0.96,0.98,0.97,0.97,Fulbari,Sandy,MLL,0.00676,0.09,0.00013,1,0.32,0.00717
1.00,0.99,0.98,0.99,0.99,0.98,Fulbari,Loam,MEL,0.00476,0.09,0.00017,2,0.82,0.00659
1.00,1.00,0.99,1.00,1.00,1.00,Fulbari,Loam,MLL,0.0114,0.12,0.00014,1.52,0.5,0.00124
0.00,0.00,0.00,0.00,0.00,0.00,Kaunia,Loam,HL,0.08474,0.7,0.00051,5.99,1.62,0.05529
0.01,0.01,0.01,0.01,0.01,0.01,Kaunia,Loam,HL,0.2547,0.37,0.00127,4.24,1,0.06501
0.02,0.02,0.02,0.02,0.02,0.02,Kaunia,Loam,HL,0.2022,0.4,0.00088,3.38,0.81,0.02004
0.03,0.03,0.03,0.03,0.03,0.03,Kaunia,Loam,HL,0.09441,0.21,0.0002,2.78,0.87,0.0067
0.04,0.04,0.04,0.04,0.04,0.04,Kaunia,Loam,HL,0.1028,0.32,0.00051,2.55,0.62,0.00526
0.05,0.05,0.05,0.05,0.05,0.05,Kaunia,Loam,HL,0.1483,0.31,0.00018,1.6,0.4,0.019
0.06,0.06,0.06,0.06,0.06,0.06,Kaunia,Loam,HL,0.2189,0.78,0.00148,4.1,0.94,0.02453
0.07,0.07,0.07,0.07,0.07,0.07,Kaunia,Loam,HL,0.0125,0.12,0.00017,1.82,0.59,0.01752
0.08,0.08,0.08,0.08,0.08,0.08,Kaunia,Loam,HL,0.1794,0.6,0.00033,4.46,1,0.02104
0.09,0.09,0.09,0.09,0.09,0.09,Kaunia,Loam,HL,0.07086,0.48,0.00013,2.3,0.56,0.0092
0.10,0.10,0.10,0.10,0.10,0.10,Kaunia,Loam,HL,0.175,0.39,0.00015,3.36,0.56,0.01144
0.11,0.11,0.11,0.11,0.11,0.11,Kaunia,Loam,HL,0.06587,0.25,0.00013,2.72,0.45,0.00955
0.12,0.12,0.12,0.12,0.12,0.12,Kaunia,Loam,HL,0.09189,0.3,0.00017,2.24,0.46,0.00603
0.13,0.13,0.13,0.13,0.13,0.13,Kaunia,Loam,HL,0.06021,0.12,0.00088,2.74,0.3,0.00376
0.14,0.14,0.14,0.14,0.14,0.14,Kaunia,Loam,HL,0.1054,0.3,0.00069,3.78,0.87,0.02488
0.15,0.15,0.15,0.15,0.15,0.15,Kaunia,Loam,HL,0.09015,0.51,0.00266,3.46,0.67,0.01213
0.16,0.16,0.16,0.16,0.16,0.16,Kaunia,Loam,HL,0.00763,0.16,0.00016,4.31,0.94,0.01137
0.17,0.17,0.17,0.17,0.17,0.17,Kaunia,Loam,HL,0.01336,0.12,0.0001,4.29,0.91,0.02528
0.18,0.18,0.18,0.18,0.18,0.18,Kaunia,Loam,HL,0.01942,0.15,0.00016,3.98,0.92,0.01218
0.19,0.19,0.19,0.19,0.19,0.19,Kaunia,Loam,HL,0.07941,0.1,0.00011,3.97,1.19,0.00441
0.20,0.20,0.20,0.20,0.20,0.20,Kaunia,Loam,MEL,0.08152,0.29,0.00012,12.65,1.32,0.0177
0.21,0.21,0.21,0.21,0.21,0.21,Kaunia,Loam,MEL,0.00913,0.11,0.00038,4.86,1.18,0.02114
0.22,0.22,0.22,0.22,0.22,0.22,Kaunia,Loam,HL,0.06285,0.13,0.00011,5.24,1.63,0.02806
0.23,0.23,0.23,0.23,0.23,0.23,Kaunia,Loam,MEL,0.06839,0.24,0.00096,2.17,0.27,0.00607
0.24,0.24,0.24,0.24,0.24,0.24,Kaunia,Loam,HL,0.04,0.23,0.00018,3.63,0.94,0.01
0.25,0.25,0.25,0.25,0.25,0.25,Kaunia,Loam,MEL,0.02233,0.13,0.00012,2.92,0.71,0.00652
0.26,0.26,0.26,0.27,0.26,0.26,Kaunia,Loam,HL,0.112,0.2,0.00014,4.89,0.84,0.01939
0.27,0.27,0.27,0.28,0.27,0.27,Kaunia,Loam,HL,0.01884,0.13,0.00017,5.14,1.06,0.01089
0.28,0.28,0.28,0.29,0.28,0.28,Kaunia,Loam,MEL,0.06451,0.15,0.00016,3.76,0.52,0.0047
0.29,0.29,0.29,0.30,0.29,0.29,Kaunia,Loam,HL,0.02093,0.23,0.0001,6.89,1.63,0.01606
0.30,0.30,0.30,0.31,0.30,0.30,Kaunia,Loam,HL,0.02486,0.17,0.00018,5.81,1.09,0.01002
0.31,0.31,0.31,0.32,0.31,0.31,Kaunia,Loam,HL,0.08606,0.14,0.00012,4.55,0.73,0.01513
0.32,0.32,0.32,0.33,0.32,0.32,Kaunia,Loam,HL,0.00459,0.11,0.0001,5.49,1.12,0.01504
0.33,0.33,0.33,0.34,0.33,0.33,Kaunia,Loam,HL,0.02937,0.14,0.00012,3.33,0.65,0.00643
0.34,0.34,0.34,0.35,0.34,0.34,Kaunia,Loam,MEL,0.02675,0.24,0.00017,4.41,0.79,0.01113
0.35,0.35,0.35,0.36,0.35,0.35,Kaunia,Loam,MEL,0.04423,0.18,0.00015,3.32,0.44,0.00646
0.36,0.36,0.36,0.37,0.36,0.36,Kaunia,Loam,MEL,0.02646,0.14,0.00023,3.44,0.44,0.00649
0.37,0.37,0.37,0.38,0.37,0.37,Kaunia,Loam,MEL,0.00878,0.1,0.0001,5.32,1.45,0.0129
0.38,0.38,0.38,0.39,0.38,0.38,Kaunia,Loam,MEL,0.0044,0.12,0.00032,6.2,1.35,0.01391
0.39,0.39,0.39,0.40,0.39,0.39,Kaunia,Loam,MEL,0.0054,0.14,0.0001,5.69,1.7,0.00915
0.40,0.40,0.40,0.41,0.40,0.40,Kaunia,Loam,MEL,0.00624,0.15,0.00037,4.38,1.03,0.00709
0.41,0.41,0.41,0.42,0.41,0.41,Kaunia,Loam,MEL,0.01638,0.11,0.00011,3.58,0.77,0.0082
0.42,0.42,0.42,0.43,0.42,0.42,Kaunia,Loam,MEL,0.01451,0.13,0.00045,2.77,0.46,0.00355
0.43,0.43,0.43,0.44,0.43,0.43,Kaunia,Loam,MEL,0.02571,0.18,0.00033,5.54,0.61,0.02093
0.44,0.44,0.44,0.45,0.44,0.44,Kaunia,Loam,MEL,0.04937,0.28,0.00139,7.4,1.42,0.01928
0.45,0.45,0.45,0.46,0.45,0.45,Kaunia,Loam,MEL,0.02252,0.21,0.00062,3.91,0.69,0.00921
0.46,0.46,0.46,0.47,0.46,0.46,Kaunia,Loam,MEL,0.0086,0.21,0.0002,4.21,0.74,0.01167
0.47,0.48,0.47,0.48,0.48,0.47,Kaunia,Loam,MEL,0.00619,0.15,0.0004,4.06,0.82,0.01614
0.48,0.49,0.48,0.49,0.49,0.48,Kaunia,Loam,MEL,0.00613,0.13,0.00023,3.93,1.4,0.00922
0.49,0.50,0.49,0.50,0.50,0.49,Kaunia,Loam,MEL,0.00437,0.13,0.00088,6.2,2.07,0.06557
0.50,0.51,0.50,0.51,0.51,0.50,Kaunia,Loam,MEL,0.00896,0.14,0.00023,5.32,1.07,0.01862
0.51,0.52,0.51,0.52,0.52,0.51,Kaunia,Loam,MEL,0.00619,0.17,0.00025,3.46,0.87,0.00782
0.52,0.53,0.52,0.53,0.53,0.52,Kaunia,Loam,MEL,0.0206,0.16,0.00023,4.53,0.9,0.00868
0.53,0.54,0.53,0.54,0.54,0.53,Kaunia,Loam,MEL,0.04668,0.21,0.00044,4.8,0.87,0.00199
0.54,0.55,0.54,0.55,0.55,0.54,Kaunia,EthelLoam,MEL,0.0097,0.13,0.0001,3.93,0.57,0.00717
0.55,0.56,0.55,0.56,0.56,0.55,Kaunia,Loam,MLL,0.01624,0.15,0.00008,4.78,0.99,0.019
0.56,0.57,0.56,0.57,0.57,0.56,Kaunia,EthelLoam,MEL,0.00915,0.15,0.00017,3.45,0.87,0.02594
0.57,0.58,0.57,0.58,0.58,0.57,Kaunia,EthelLoam,MEL,0.00702,0.2,0.00048,3.25,0.91,0.02175
0.58,0.59,0.58,0.59,0.59,0.58,Kaunia,EthelLoam,MEL,0.00654,0.21,0.00125,4.79,1.3,0.00809
0.59,0.60,0.59,0.60,0.60,0.59,Kaunia,EthelLoam,MEL,0.00984,0.34,0.00124,5.28,1.9,0.01108
0.60,0.61,0.60,0.61,0.61,0.60,Kaunia,EthelLoam,MEL,0.00344,0.22,0.00014,3.58,1.5,0.01551
0.61,0.62,0.61,0.62,0.62,0.61,Kaunia,EthelLoam,MEL,0.00927,0.28,0.00048,3.46,0.93,0.00713
0.62,0.63,0.62,0.63,0.63,0.62,Kaunia,EthelLoam,MEL,0.00717,0.23,0.00011,2.98,0.65,0.00639
0.63,0.64,0.63,0.64,0.64,0.63,Kaunia,EthelLoam,MLL,0.00901,0.16,0.00026,3.44,0.72,0.00998
0.64,0.65,0.64,0.65,0.65,0.64,Kaunia,EthelLoam,MLL,0.01549,0.21,0.00026,2.49,0.73,0.01299
0.65,0.66,0.65,0.66,0.66,0.65,Kaunia,EthelLoam,MLL,0.00897,0.35,0.0011,3.22,0.97,0.00965
0.66,0.67,0.66,0.67,0.67,0.66,Kaunia,EthelLoam,MEL,0.01557,0.16,0.00132,5.18,1.65,0.01001
0.67,0.68,0.67,0.68,0.68,0.67,Kaunia,EthelLoam,MEL,0.02416,0.14,0.00093,7.37,1.7,0.00501
0.68,0.69,0.68,0.69,0.69,0.68,Kaunia,EthelLoam,MEL,0.0105,0.2,0.00036,3.58,1.09,0.02285
0.69,0.70,0.69,0.70,0.70,0.69,Kaunia,Ethel,MEL,0.00485,0.16,0.0001,4.18,1.68,0.02812
0.70,0.71,0.70,0.71,0.71,0.70,Kaunia,EthelLoam,MEL,0.00871,0.14,0.00016,3.75,0.99,0.01343
0.71,0.72,0.71,0.72,0.72,0.71,Kaunia,EthelLoam,MEL,0.00465,0.15,0.00013,3.02,0.49,0.01214
0.72,0.73,0.72,0.73,0.73,0.72,Kaunia,EthelLoam,MEL,0.00424,0.2,0.00014,2.82,0.68,0.00812
0.73,0.74,0.73,0.74,0.74,0.73,Kaunia,EthelLoam,MLL,0.00518,0.47,0.00168,5.8,1.57,0.01806
0.74,0.75,0.74,0.75,0.75,0.74,Kaunia,EthelLoam,MLL,0.00579,0.51,0.00058,8.88,1.98,0.02169
0.76,0.76,0.75,0.76,0.76,0.75,Kaunia,Loam,HL,0.01646,0.22,0.00039,2.9,0.85,0.03955
0.77,0.77,0.76,0.77,0.77,0.76,Kaunia,Loam,HL,0.0057,0.26,0.00041,5.84,0.89,0.04835
0.78,0.78,0.77,0.79,0.78,0.77,Kaunia,Loam,HL,0.02156,0.26,0.00147,4.24,0.8,0.00787
0.79,0.79,0.78,0.80,0.79,0.78,Kaunia,Loam,HL,0.01327,0.29,0.00075,4.06,0.72,0.01376
0.80,0.80,0.79,0.81,0.80,0.79,Kaunia,Loam,HL,0.1208,0.28,0.00044,2.33,0.42,0.02294
0.81,0.81,0.80,0.82,0.81,0.80,Kaunia,Loam,HL,0.0304,0.17,0.00075,1.37,0.22,0.01641
0.82,0.82,0.81,0.83,0.82,0.81,Kaunia,Loam,HL,0.044,0.16,0.00041,1.21,0.26,0.00481
0.83,0.83,0.82,0.84,0.83,0.82,Kaunia,Loam,HL,0.036,0.32,0.00129,5.16,1.37,0.00322
0.84,0.84,0.83,0.85,0.84,0.83,Kaunia,Loam,HL,0.03912,0.48,0.00024,2.99,0.68,0.03642
0.85,0.85,0.84,0.86,0.85,0.84,Kaunia,Loam,MEL,0.0106,0.28,0.00017,3.35,1.17,0.01651
0.86,0.86,0.85,0.87,0.86,0.85,Kaunia,Loam,HL,0.04045,0.33,0.00013,2.91,0.65,0.01932
0.87,0.87,0.86,0.88,0.87,0.86,Kaunia,Loam,HL,0.06285,0.3,0.00026,2.72,0.45,0.01575
0.88,0.88,0.87,0.89,0.88,0.87,Kaunia,Loam,HL,0.0212,0.77,0.00178,5.94,1.46,0.01046
0.89,0.89,0.88,0.90,0.89,0.88,Kaunia,Loam,MEL,0.01161,0.25,0.00045,4.33,1.05,0.01931
0.90,0.90,0.89,0.91,0.90,0.89,Kaunia,Loam,MEL,0.00608,0.31,0.00062,3.7,1.17,0.01659
0.91,0.91,0.90,0.92,0.91,0.90,Kaunia,Loam,MEL,0.01448,0.3,0.00097,3.77,0.87,0.0125
0.92,0.92,0.91,0.93,0.92,0.91,Kaunia,Loam,MEL,0.08605,0.37,0.00116,3.29,0.61,0.00664
0.93,0.93,0.92,0.94,0.93,0.92,Kaunia,Loam,MEL,0.02524,0.4,0.00154,4.02,0.9,0.01841
0.94,0.94,0.93,0.95,0.94,0.93,Kaunia,Loam,MEL,0.01454,0.41,0.00097,4.15,1,0.02228
0.95,0.95,0.94,0.96,0.95,0.95,Kaunia,Loam,MEL,0.03722,0.19,0.00063,2.61,0.54,0.01461
0.96,0.96,0.95,0.97,0.96,0.96,Kaunia,Loam,MEL,0.02277,0.27,0.0003,2.51,0.43,0.02019
0.97,0.97,0.96,0.98,0.97,0.97,Kaunia,Loam,MEL,0.02176,0.27,0.0014,2.89,0.52,0.01221
0.98,0.98,0.97,0.99,0.98,0.98,Kaunia,Loam,MLL,0.04059,0.49,0.00099,3.65,0.68,0.0154
0.99,0.99,0.98,1.00,0.99,0.99,Kaunia,Sandy,MEL,0.00944,0.25,0.00099,5.19,1.36,0.02168
0.00,0.00,0.00,0.00,0.00,0.00,Gangachara,SandyLoam,HL,0.09,0.14,0.00016,0.13,0.38,0.0098
0.01,0.01,0.01,0.01,0.01,0.01,Gangachara,SandyLoam,HL,0.0805,0.26,0.00038,0.76,0.24,0.0046
0.02,0.02,0.02,0.02,0.02,0.02,Gangachara,SandyLoam,HL,0.1004,0.13,0.00057,4.7,0.36,0.003
0.02,0.02,0.02,0.02,0.02,0.02,Gangachara,SandyLoam,HL,0.1,0.17,0.00039,4.78,0.38,0.013
0.03,0.03,0.03,0.03,0.03,0.03,Gangachara,Loam,HL,0.0909,0.24,0.00033,3.24,0.24,0.0069
0.04,0.04,0.04,0.04,0.04,0.04,Gangachara,Loam,HL,0.0851,0.24,0.00028,5.22,0.41,0.0298
0.05,0.05,0.05,0.05,0.05,0.05,Gangachara,Loam,HL,0.1428,0.26,0.00044,4.27,0.35,0.0115
0.06,0.05,0.05,0.05,0.05,0.05,Gangachara,Loam,HL,0.1085,0.44,0.00049,5.1,0.45,0.014
0.06,0.06,0.06,0.06,0.06,0.06,Gangachara,Loam,HL,0.1058,0.3,0.00029,4.64,0.46,0.0087
0.07,0.07,0.07,0.07,0.07,0.07,Gangachara,Loam,HL,0.1144,0.36,0.00038,5.7,0.6,0.0157
0.08,0.08,0.08,0.08,0.08,0.08,Gangachara,Loam,HL,0.10012,0.31,0.00035,4.05,0.37,0.0158
0.09,0.08,0.09,0.08,0.09,0.08,Gangachara,Loam,HL,0.1121,0.22,0.00037,5.76,0.56,0.0086
0.10,0.09,0.09,0.09,0.09,0.09,Gangachara,Loam,HL,0.07833,0.32,0.00046,4.63,0.36,0.0177
0.10,0.10,0.10,0.10,0.10,0.10,Gangachara,Loam,HL,0.04235,0.24,0.0002,5.06,1.06,0.0285
0.11,0.11,0.11,0.11,0.11,0.11,Gangachara,Loam,HL,0.03481,0.27,0.00033,5.67,0.51,0.0124
0.12,0.11,0.12,0.12,0.12,0.11,Gangachara,Loam,HL,0.10558,0.26,0.0003,6,0.59,0.0162
0.13,0.12,0.12,0.12,0.12,0.12,Gangachara,Loam,HL,0.0907,0.19,0.00035,5.29,0.49,0.0117
0.14,0.13,0.13,0.13,0.13,0.13,Gangachara,Loam,HL,0.0708,0.19,0.00057,3.83,0.52,0.0173
0.14,0.14,0.14,0.14,0.14,0.14,Gangachara,Loam,HL,0.08561,0.22,0.00032,4.7,0.46,0.0086
0.15,0.14,0.15,0.15,0.15,0.15,Gangachara,Loam,HL,0.03507,0.44,0.00022,4.6,0.69,0.0195
0.16,0.15,0.15,0.15,0.16,0.15,Gangachara,Loam,HL,0.08858,0.16,0.00035,3.53,0.5,0.0115
0.17,0.16,0.16,0.16,0.16,0.16,Gangachara,Loam,HL,0.07096,0.31,0.00042,4.87,0.31,0.0037
0.18,0.17,0.17,0.17,0.17,0.17,Gangachara,Loam,HL,0.06228,0.2,0.00031,3.75,0.34,0.0036
0.18,0.18,0.18,0.18,0.18,0.18,Gangachara,Loam,HL,0.05472,0.27,0.00031,3.36,0.7,0.01
0.19,0.18,0.19,0.19,0.19,0.18,Gangachara,Loam,HL,0.03558,0.2,0.00024,3.43,0.76,0.0197
0.20,0.19,0.19,0.19,0.19,0.19,Gangachara,Loam,HL,0.08218,0.33,0.00044,6.06,0.59,0.0124
0.21,0.20,0.20,0.20,0.20,0.20,Gangachara,Loam,HL,0.11524,0.18,0.00031,4.25,0.6,0.0063
0.22,0.21,0.21,0.21,0.21,0.21,Gangachara,Loam,HL,0.04057,0.19,0.00027,2.67,0.3,0.0051
0.22,0.21,0.22,0.22,0.22,0.21,Gangachara,Loam,MEL,0.06075,0.21,0.00025,4.9,0.68,0.0102
0.23,0.22,0.22,0.22,0.22,0.22,Gangachara,Loam,MEL,0.08542,0.23,0.00026,6.29,0.51,0.0064
0.24,0.23,0.23,0.23,0.23,0.23,Gangachara,Loam,MEL,0.11551,0.23,0.00029,5.65,0.58,0.0048
0.25,0.24,0.24,0.24,0.24,0.24,Gangachara,Loam,MEL,0.02526,0.19,0.0002,3.65,0.88,0.0097
0.26,0.24,0.25,0.25,0.25,0.25,Gangachara,Loam,MEL,0.0787,0.36,0.00032,4.59,0.61,0.0049
0.26,0.25,0.26,0.25,0.26,0.25,Gangachara,Loam,HL,0.09079,0.28,0.00038,3.51,0.29,0.012
0.27,0.26,0.26,0.26,0.26,0.26,Gangachara,Loam,HL,0.0466,0.43,0.00032,4.43,1.01,0.0071
0.28,0.27,0.27,0.27,0.27,0.27,Gangachara,Loam,HL,0.13017,0.3,0.00022,4.66,0.38,0.0122
0.29,0.27,0.28,0.28,0.28,0.28,Gangachara,Loam,HL,0.007008,0.33,0.00035,4.16,0.39,0.0098
0.30,0.28,0.29,0.29,0.29,0.28,Gangachara,Loam,HL,0.10501,0.32,0.00032,2.74,0.52,0.0187
0.30,0.29,0.29,0.29,0.29,0.29,Gangachara,Loam,HL,0.03031,0.34,0.0004,4.54,1.01,0.0113
0.31,0.30,0.30,0.30,0.30,0.30,Gangachara,Loam,HL,0.06062,0.23,0.0003,5.91,0.77,0.0051
0.32,0.30,0.31,0.31,0.31,0.31,Gangachara,Loam,HL,0.02068,0.2,0.00024,5.73,0.56,0.018
0.33,0.31,0.32,0.32,0.32,0.31,Gangachara,Loam,HL,0.08052,0.28,0.00031,3.73,0.51,0.0156
0.34,0.32,0.32,0.32,0.33,0.32,Gangachara,Loam,HL,0.10096,0.2,0.00032,5.15,0.53,0.0088
0.34,0.33,0.33,0.33,0.33,0.33,Gangachara,Loam,HL,0.09336,0.26,0.00028,4.34,0.66,0.0119
0.35,0.34,0.34,0.34,0.34,0.34,Gangachara,Loam,HL,0.10399,0.14,0.00036,0.46,0.2,0.0034
0.36,0.34,0.35,0.35,0.35,0.34,Gangachara,Loam,MEL,0.01229,0.19,0.00034,5.73,0.87,0.0156
0.37,0.35,0.36,0.36,0.36,0.35,Gangachara,Loam,MEL,0.0508,0.23,0.0003,5.13,0.75,0.008
0.38,0.36,0.36,0.36,0.36,0.36,Gangachara,Loam,MEL,0.04034,0.28,0.00028,4.97,0.84,0.0115
0.38,0.37,0.37,0.37,0.37,0.37,Gangachara,Loam,MEL,0.08015,0.39,0.00046,5.8,1.01,0.0074
0.39,0.37,0.38,0.38,0.38,0.38,Gangachara,Loam,MEL,0.02565,0.21,0.00029,4.87,1.09,0.0161
0.40,0.38,0.39,0.39,0.39,0.38,Gangachara,Loam,MEL,0.03331,0.21,0.00026,5.01,0.92,0.0089
0.41,0.39,0.39,0.39,0.40,0.39,Gangachara,Loam,HL,0.08868,0.31,0.00035,0.45,0.18,0.0044
0.42,0.40,0.40,0.40,0.40,0.40,Gangachara,Loam,HL,0.09331,0.2,0.00046,1.36,0.47,0.0091
0.42,0.40,0.41,0.41,0.41,0.41,Gangachara,Loam,HL,0.03868,0.18,0.00036,1.06,0.73,0.0168
0.43,0.41,0.42,0.42,0.42,0.41,Gangachara,Loam,MEL,0.08126,0.2,0.00032,1.76,0.55,0.005
0.44,0.42,0.43,0.42,0.43,0.42,Gangachara,Loam,MEL,0.08948,0.2,0.00038,1.31,0.56,0.0209
0.45,0.43,0.43,0.43,0.43,0.43,Gangachara,Loam,MEL,0.09646,0.18,0.00038,0.93,0.55,0.009
0.46,0.43,0.44,0.44,0.44,0.44,Gangachara,Loam,MEL,0.08594,0.2,0.0003,1.3,0.61,0.0106
0.46,0.44,0.45,0.45,0.45,0.44,Gangachara,Loam,MEL,0.02621,0.18,0.00037,1.32,0.61,0.0153
0.47,0.45,0.46,0.46,0.46,0.45,Gangachara,Loam,MEL,0.01918,0.19,0.00031,1.28,0.75,0.0191
0.48,0.46,0.46,0.46,0.47,0.46,Gangachara,Loam,MEL,0.0162,0.17,0.0003,2.19,0.79,0.0246
0.49,0.46,0.47,0.47,0.47,0.47,Gangachara,Loam,MEL,0.01453,0.2,0.00038,2.09,0.85,0.0289
0.50,0.47,0.48,0.48,0.48,0.47,Gangachara,Loam,MEL,0.07474,0.21,0.00042,1.76,0.86,0.0085
0.50,0.48,0.49,0.49,0.49,0.48,Gangachara,Loam,MEL,0.05501,0.24,0.0002,1.39,0.76,0.0258
0.51,0.49,0.50,0.49,0.50,0.49,Gangachara,Loam,MEL,0.00787,0.2,0.00023,1.79,0.96,0.0265
0.52,0.50,0.50,0.50,0.50,0.50,Gangachara,Loam,MEL,0.01406,0.23,0.00033,1.96,0.93,0.0248
0.53,0.50,0.51,0.51,0.51,0.51,Gangachara,Loam,MEL,0.01029,0.23,0.0003,2,0.74,0.0259
0.54,0.51,0.52,0.52,0.52,0.51,Gangachara,Loam,MEL,0.00333,0.24,0.00033,1.99,0.75,0.0237
0.54,0.52,0.53,0.52,0.53,0.52,Gangachara,Loam,MEL,0.01988,0.2,0.0003,1.43,0.67,0.0214
0.55,0.53,0.53,0.53,0.54,0.53,Gangachara,Loam,MEL,0.02854,0.2,0.00026,1.53,0.83,0.0298
0.56,0.53,0.54,0.54,0.54,0.54,Gangachara,Loam,MEL,0.0651,0.24,0.00023,2.91,0.46,0.0071
0.57,0.54,0.55,0.55,0.55,0.54,Gangachara,Loam,MEL,0.04102,0.23,0.00025,2.27,0.61,0.0097
0.58,0.55,0.56,0.56,0.56,0.55,Gangachara,Loam,MEL,0.00874,0.21,0.00044,2.122,0.93,0.0289
0.58,0.56,0.56,0.56,0.57,0.56,Gangachara,Loam,MEL,0.01147,0.19,0.00024,2.05,0.94,0.0295
0.59,0.56,0.57,0.57,0.57,0.57,Gangachara,Loam,MEL,0.02488,0.2,0.0002,1.79,0.78,0.0131
0.60,0.57,0.58,0.58,0.58,0.57,Gangachara,Loam,MEL,0.06006,0.23,0.0002,0.87,0.52,0.0062
0.61,0.58,0.59,0.59,0.59,0.58,Gangachara,Loam,MEL,0.03447,0.27,0.0002,1.36,0.66,0.0062
0.62,0.59,0.60,0.59,0.60,0.59,Gangachara,Loam,MEL,0.0241,0.2,0.0002,1.18,0.62,0.0065
0.62,0.59,0.60,0.60,0.61,0.60,Gangachara,Loam,MEL,0.02178,0.2,0.00025,1.4,0.67,0.0043
0.63,0.60,0.61,0.61,0.61,0.61,Gangachara,Loam,MEL,0.04701,0.21,0.00048,1.97,0.74,0.008
0.64,0.61,0.62,0.62,0.62,0.61,Gangachara,Loam,MEL,0.05714,0.29,0.0002,1.64,0.79,0.0076
0.65,0.62,0.63,0.63,0.63,0.62,Gangachara,Loam,MEL,0.007,0.2,0.00021,1.64,0.58,0.0138
0.66,0.62,0.63,0.63,0.64,0.63,Gangachara,Loam,MEL,0.05212,0.16,0.0002,1.45,0.57,0.054
0.66,0.63,0.64,0.64,0.64,0.64,Gangachara,Loam,MEL,0.00887,0.19,0.00024,1.98,0.81,0.027
0.67,0.64,0.65,0.65,0.65,0.64,Gangachara,Loam,MEL,0.0353,0.23,0.00029,1.38,0.56,0.0092
0.68,0.65,0.66,0.66,0.66,0.65,Gangachara,Loam,MEL,0.01134,0.23,0.00033,1.72,0.74,0.0073
0.69,0.66,0.67,0.66,0.67,0.66,Gangachara,Loam,MEL,0.02225,0.28,0.0002,1.54,0.84,0.0061
0.70,0.66,0.67,0.67,0.67,0.67,Gangachara,Loam,MEL,0.03589,0.23,0.00023,1.36,0.72,0.0087
0.70,0.67,0.68,0.68,0.68,0.67,Gangachara,Loam,MEL,0.00829,0.2,0.00049,2.91,0.83,0.0258
0.71,0.68,0.69,0.69,0.69,0.68,Gangachara,Loam,MEL,0.01165,0.21,0.00026,0.71,0.47,0.0114
0.72,0.69,0.70,0.69,0.70,0.69,Gangachara,Loam,MEL,0.00788,0.16,0.00078,2.14,0.98,0.0245
0.73,0.69,0.70,0.70,0.71,0.70,Gangachara,Loam,MEL,0.00904,0.23,0.00024,1.82,0.89,0.0248
0.74,0.70,0.71,0.71,0.71,0.70,Gangachara,Loam,MEL,0.00561,0.16,0.00024,1.5,0.7,0.0284
0.74,0.71,0.72,0.72,0.72,0.71,Gangachara,Loam,MEL,0.01612,0.11,0.00024,0.99,0.51,0.0175
0.75,0.72,0.73,0.73,0.73,0.72,Gangachara,Loam,MEL,0.0219,0.23,0.00049,1.06,0.61,0.0169
0.76,0.72,0.73,0.73,0.74,0.73,Gangachara,Loam,MEL,0.0304,0.24,0.00025,0.7,0.58,0.0068
0.77,0.73,0.74,0.74,0.74,0.74,Gangachara,EthelLoam,MEL,0.0129,0.24,0.00036,1.41,0.64,0.0208
0.78,0.74,0.75,0.75,0.75,0.74,Gangachara,Loam,MEL,0.01734,0.22,0.00051,1.28,0.51,0.0121
0.78,0.75,0.76,0.76,0.76,0.75,Gangachara,Loam,MEL,0.01734,0.22,0.00051,1.28,0.51,0.0121
0.79,0.75,0.77,0.76,0.77,0.76,Gangachara,Loam,MEL,0.01846,0.25,0.00025,1.27,0.81,0.0123
0.80,0.76,0.77,0.77,0.78,0.77,Gangachara,Loam,MEL,0.0202,0.23,0.00026,1.01,0.5,0.0128
0.81,0.77,0.78,0.78,0.78,0.77,Gangachara,Sandy,MEL,0.00796,0.16,0.0002,0.53,0.35,0.0018
0.82,0.78,0.79,0.79,0.79,0.78,Gangachara,SandyLoam,MEL,0.01805,0.18,0.0002,0.43,0.14,0.0047
0.82,0.78,0.80,0.80,0.80,0.79,Gangachara,Sandy,MEL,0.04054,0.18,0.00023,0.43,0.23,0.0041
0.83,0.79,0.80,0.80,0.81,0.80,Gangachara,Sandy,MEL,0.02254,0.25,0.00032,1.3,0.41,0.0089
0.84,0.80,0.81,0.81,0.81,0.80,Gangachara,SandyLoam,MEL,0.059,0.19,0.00025,0.68,0.3,0.0058
0.85,0.81,0.82,0.82,0.82,0.81,Gangachara,SandyLoam,MEL,0.02765,0.18,0.00018,0.38,0.23,0.0029
