B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.89,0.89,0.89,0.89,0.89,0.89,Pirgacha,Loam,MLL,0.00036,0.54,0.00031,2.7,0.78,0.000237
0.90,0.90,0.90,0.90,0.90,0.90,Pirgacha,Loam,MLL,0.000109,0.27,0.00022,3.43,0.39,0.000156
0.91,0.91,0.91,0.91,0.91,0.91,Pirgacha,Loam,MLL,0.000123,0.13,0.0003,3.37,0.88,0.000248
0.91,0.91,0.91,0.91,0.91,0.91,Pirgacha,Loam,MLL,0.000151,0.22,0.00046,4.91,1.45,0.000899
0.92,0.92,0.92,0.92,0.92,0.92,Pirgacha,Loam,MEL,0.00072,0.13,0.000296,3.34,1,0.000144
0.93,0.93,0.93,0.93,0.93,0.93,Pirgacha,Loam,MEL,0.00057,0.13,0.0003,3.76,1.15,0.000203
0.93,0.93,0.93,0.93,0.93,0.93,Pirgacha,Loam,MEL,0.00059,0.26,0.0003,6.65,1.6,0.000599
0.94,0.94,0.94,0.94,0.94,0.94,Pirgacha,Loam,MEL,0.00031,0.22,0.00089,4.82,1.41,0.000449
0.95,0.95,0.95,0.95,0.95,0.95,Pirgacha,Loam,MEL,0.000119,0.16,0.00058,6.41,1.04,0.000583
0.95,0.95,0.95,0.95,0.95,0.95,Pirgacha,Loam,MEL,0.000192,0.19,0.00079,4.33,1.45,0.000198
0.96,0.96,0.96,0.96,0.96,0.96,Pirgacha,Loam,MEL,0.00026,0.1,0.00023,4.95,1.2,0.000128
0.97,0.97,0.97,0.97,0.97,0.97,Pirgacha,Loam,MEL,0.00051,0.28,0.00024,3.35,0.65,0.000365
0.97,0.97,0.97,0.97,0.97,0.97,Pirgacha,Loam,MEL,0.0005,0.29,0.0039,6.91,1.95,0.000339
0.98,0.98,0.98,0.98,0.98,0.98,Pirgacha,Loam,MLL,0.000133,0.15,0.000656,3.79,1.11,0.000476
0.99,0.99,0.99,0.99,0.99,0.99,Pirgacha,Loam,MLL,0.000359,0.37,0.000459,3.39,1.9,0.000136
0.99,0.99,0.99,0.99,0.99,0.99,Pirgacha,Loam,MLL,0.000133,0.16,0.0003,3.35,1.08,0.000376
0.00,0.00,0.00,0.00,0.00,0.00,Mithapukur,Loam,HL,0.0196,0.15,0.00026,3.6,0.6,0.2431
0.00,0.00,0.00,0.00,0.00,0.00,Mithapukur,Loam,HL,0.0041,0.25,0.00025,1.5,0.5,0.2426
0.01,0.01,0.01,0.01,0.01,0.01,Mithapukur,Loam,HL,0.0133,0.09,0.00027,0.8,0.2,0.0742
0.01,0.01,0.01,0.01,0.01,0.01,Mithapukur,Loam,HL,0.0202,0.3,0.00028,1.2,0.5,0.1896
0.02,0.02,0.02,0.02,0.02,0.02,Mithapukur,Loam,HL,0.0205,0.17,0.0003,1.5,0.4,0.1349
0.02,0.02,0.02,0.02,0.02,0.02,Mithapukur,Loam,HL,0.0217,0.35,0.00032,1.2,0.5,0.1321
0.03,0.03,0.03,0.03,0.03,0.03,Mithapukur,Loam,HL,0.0077,0.29,0.0002,0.9,0.3,0.1802
0.03,0.03,0.03,0.03,0.03,0.03,Mithapukur,Loam,HL,0.0185,0.5,0.00026,1.2,0.5,0.0617
0.04,0.04,0.04,0.04,0.04,0.04,Mithapukur,Loam,HL,0.012,0.17,0.00024,1.6,0.4,0.1008
0.04,0.04,0.04,0.04,0.04,0.04,Mithapukur,Loam,HL,0.00006,0.18,0.0002,1.5,0.5,0.1467
0.05,0.05,0.05,0.05,0.05,0.05,Mithapukur,Loam,HL,0.0096,0.17,0.00024,1.8,0.7,0.0783
0.05,0.05,0.05,0.05,0.05,0.05,Mithapukur,Loam,MEL,0.0058,0.08,0.001,0.3,0.38,0.0166
0.06,0.06,0.06,0.06,0.06,0.06,Mithapukur,Loam,HL,0.0099,0.45,0.00024,1.8,0.8,0.233
0.06,0.06,0.06,0.06,0.06,0.06,Mithapukur,Loam,HL,0.032,0.1,0.00024,1,0.2,0.1585
0.07,0.07,0.07,0.07,0.07,0.07,Mithapukur,Loam,HL,0.0183,0.18,0.00028,1.1,0.2,0.0825
0.07,0.07,0.07,0.07,0.07,0.07,Mithapukur,Loam,HL,0.0163,0.24,0.00032,1.3,0.5,0.146
0.08,0.08,0.08,0.08,0.08,0.08,Mithapukur,Loam,HL,0.0225,0.16,0.00026,2,0.4,0.1687
0.08,0.08,0.08,0.08,0.08,0.08,Mithapukur,Loam,HL,0.0112,0.19,0.00034,1,0.4,0.01
0.08,0.09,0.09,0.09,0.08,0.09,Mithapukur,Loam,HL,0.0071,0.14,0.00022,0.6,0.2,0.0097
0.09,0.09,0.09,0.09,0.09,0.09,Mithapukur,Loam,HL,0.016,0.17,0.00032,1.2,0.4,0.0079
0.09,0.10,0.09,0.09,0.09,0.09,Mithapukur,Loam,HL,0.0112,0.11,0.00022,1.1,0.4,0.018
0.10,0.10,0.10,0.10,0.10,0.10,Mithapukur,Loam,HL,0.0145,0.42,0.00044,1.6,0.7,0.0089
0.10,0.10,0.10,0.10,0.10,0.10,Mithapukur,Loam,HL,0.0399,0.13,0.0004,1.3,0.3,0.0122
0.11,0.11,0.11,0.11,0.11,0.11,Mithapukur,Loam,HL,0.0202,0.37,0.00024,1.2,0.5,0.1467
0.11,0.11,0.11,0.11,0.11,0.11,Mithapukur,Loam,HL,0.0148,0.28,0.0002,1.5,0.5,0.0918
0.12,0.12,0.12,0.12,0.12,0.12,Mithapukur,Loam,HL,0.015,0.17,0.00026,2,0.7,0.0339
0.12,0.12,0.12,0.12,0.12,0.12,Mithapukur,Loam,HL,0.038,0.13,0.00032,1.4,0.3,0.1185
0.13,0.13,0.13,0.13,0.13,0.13,Mithapukur,Loam,HL,0.0093,0.12,0.0002,1.7,0.8,0.0951
0.13,0.13,0.13,0.13,0.13,0.13,Mithapukur,Loam,HL,0.0314,0.32,0.00028,1.3,0.5,0.1185
0.14,0.14,0.14,0.14,0.14,0.14,Mithapukur,Loam,MEL,0.0239,0.13,0.00024,2,0.5,0.0991
0.14,0.14,0.14,0.14,0.14,0.14,Mithapukur,Loam,MEL,0.0191,0.24,0.00026,1.7,0.6,0.0795
0.15,0.15,0.15,0.15,0.15,0.15,Mithapukur,Loam,MEL,0.0087,0.1,0.00006,1.7,0.5,0.0252
0.15,0.15,0.15,0.15,0.15,0.15,Mithapukur,Loam,MEL,0.0068,0.06,0.00056,1.3,0.4,0.0216
0.16,0.16,0.16,0.16,0.16,0.16,Mithapukur,Loam,MEL,0.0115,0.06,0.0003,1.4,0.4,0.0164
0.16,0.16,0.16,0.16,0.16,0.16,Mithapukur,Loam,MEL,0.0023,0.06,0.0003,0.9,0.3,0.0171
0.16,0.17,0.17,0.17,0.17,0.17,Mithapukur,Loam,MEL,0.0081,0.12,0.00022,2.2,0.6,0.0368
0.17,0.17,0.17,0.17,0.17,0.17,Mithapukur,Loam,MEL,0.006,0.26,0.00026,2.5,1,0.0378
0.17,0.18,0.18,0.18,0.17,0.18,Mithapukur,Loam,MEL,0.0024,0.11,0.0002,1.3,0.7,0.032
0.18,0.18,0.18,0.18,0.18,0.18,Mithapukur,Loam,MEL,0.0037,0.1,0.00042,2.1,0.7,0.033
0.18,0.19,0.18,0.18,0.18,0.18,Mithapukur,Loam,MEL,0.0077,0.05,0.00014,1.8,0.4,0.0353
0.19,0.19,0.19,0.19,0.19,0.19,Mithapukur,Loam,MEL,0.0136,0.05,0.00034,1,0.2,0.0115
0.19,0.20,0.19,0.19,0.19,0.19,Mithapukur,Loam,MEL,0.0057,0.11,0.00036,1.7,0.6,0.0264
0.20,0.20,0.20,0.20,0.20,0.20,Mithapukur,Loam,MEL,0.0063,0.08,0.0003,2.1,0.8,0.0283
0.20,0.20,0.20,0.20,0.20,0.20,Mithapukur,Loam,MEL,0.0028,0.1,0.00034,1.8,0.6,0.0221
0.21,0.21,0.21,0.21,0.21,0.21,Mithapukur,Loam,MEL,0.0183,0.11,0.00044,1.3,0.4,0.0147
0.21,0.21,0.21,0.21,0.21,0.21,Mithapukur,Loam,MEL,0.0104,0.06,0.0004,1.4,0.5,0.0144
0.22,0.22,0.22,0.22,0.22,0.22,Mithapukur,Loam,MEL,0.0161,0.05,0.00038,0.9,0.2,0.012
0.22,0.22,0.22,0.22,0.22,0.22,Mithapukur,Loam,MEL,0.014,0.07,0.00041,1.4,0.4,0.0236
0.23,0.23,0.23,0.23,0.23,0.23,Mithapukur,Loam,MEL,0.0392,0.05,0.00041,1.3,0.3,0.0178
0.23,0.23,0.23,0.23,0.23,0.23,Mithapukur,Loam,MEL,0.0107,0.05,0.00038,1.6,0.4,0.0224
0.24,0.24,0.24,0.24,0.24,0.24,Mithapukur,Loam,MEL,0.0096,0.07,0.0003,3,1.1,0.0261
0.24,0.24,0.24,0.24,0.24,0.24,Mithapukur,Loam,MEL,0.0102,0.11,0.0004,1.3,0.3,0.0503
0.24,0.25,0.25,0.25,0.25,0.25,Mithapukur,Loam,MEL,0.005,0.08,0.00028,2,0.7,0.0266
0.25,0.25,0.25,0.25,0.25,0.25,Mithapukur,Loam,MEL,0.0103,0.05,0.00046,1.3,0.3,0.0186
0.25,0.26,0.26,0.26,0.25,0.26,Mithapukur,Loam,MEL,0.0038,0.06,0.00044,1,0.3,0.0228
0.26,0.26,0.26,0.26,0.26,0.26,Mithapukur,Loam,MEL,0.0075,0.07,0.00046,1.8,0.3,0.0307
0.26,0.27,0.27,0.27,0.26,0.27,Mithapukur,Loam,MEL,0.0046,0.07,0.00036,1.7,0.6,0.0263
0.27,0.27,0.27,0.27,0.27,0.27,Mithapukur,Loam,MEL,0.007,0.06,0.00036,1.4,0.3,0.0175
0.27,0.28,0.27,0.27,0.27,0.27,Mithapukur,Loam,MEL,0.0084,0.06,0.0004,1.6,0.3,0.0191
0.28,0.28,0.28,0.28,0.28,0.28,Mithapukur,Loam,MEL,0.0109,0.05,0.00042,1.5,0.3,0.028
0.28,0.29,0.28,0.28,0.28,0.28,Mithapukur,Loam,MEL,0.0122,0.06,0.00044,2.2,0.5,0.0262
0.29,0.29,0.29,0.29,0.29,0.29,Mithapukur,Loam,MEL,0.0088,0.05,0.0004,1.2,0.3,0.0445
0.29,0.29,0.29,0.29,0.29,0.29,Mithapukur,Loam,MEL,0.003,0.08,0.0005,1.5,0.5,0.0423
0.30,0.30,0.30,0.30,0.30,0.30,Mithapukur,Loam,MEL,0.003,0.1,0.00028,2,0.5,0.0197
0.30,0.30,0.30,0.30,0.30,0.30,Mithapukur,Loam,MEL,0.0146,0.07,0.00048,2,0.6,0.0451
0.31,0.31,0.31,0.31,0.31,0.31,Mithapukur,Loam,MEL,0.0042,0.13,0.0004,2.1,0.8,0.0553
0.31,0.31,0.31,0.31,0.31,0.31,Mithapukur,Loam,MEL,0.0021,0.12,0.00044,1.9,0.7,0.0938
0.32,0.32,0.32,0.32,0.32,0.32,Mithapukur,Loam,MEL,0.0018,0.1,0.00044,3.3,1,0.0547
0.32,0.32,0.32,0.32,0.32,0.32,Mithapukur,Loam,MEL,0.0015,0.14,0.00041,2.4,0.6,0.0372
0.32,0.33,0.33,0.33,0.33,0.33,Mithapukur,Loam,MLL,0.0022,0.16,0.00046,2.7,1,0.0219
0.33,0.33,0.33,0.33,0.33,0.33,Mithapukur,Loam,HL,0.1202,0.18,0.0004,1,0.2,0.0257
0.33,0.34,0.34,0.34,0.34,0.34,Mithapukur,Loam,HL,0.1786,0.15,0.00034,1.5,0.4,0.0328
0.34,0.34,0.34,0.34,0.34,0.34,Mithapukur,Loam,HL,0.0669,0.19,0.00028,1.9,0.4,0.0435
0.34,0.35,0.35,0.35,0.34,0.35,Mithapukur,Loam,HL,0.1281,0.5,0.00052,2.7,0.8,0.0272
0.35,0.35,0.35,0.35,0.35,0.35,Mithapukur,Loam,HL,0.1223,0.3,0.00054,1.7,0.5,0.0397
0.35,0.36,0.36,0.36,0.35,0.36,Mithapukur,Loam,HL,0.1628,0.28,0.00044,3.4,1.1,0.02
0.36,0.36,0.36,0.36,0.36,0.36,Mithapukur,Loam,HL,0.0381,0.15,0.0003,2.3,0.5,0.0228
0.36,0.37,0.36,0.36,0.36,0.36,Mithapukur,Loam,HL,0.07,0.38,0.00036,1.9,0.4,0.0253
0.37,0.37,0.37,0.37,0.37,0.37,Mithapukur,Loam,HL,0.0407,0.08,0.00046,5.2,1.4,0.0524
0.37,0.38,0.37,0.37,0.37,0.37,Mithapukur,Loam,HL,0.0447,0.08,0.00072,4.1,0.8,0.0417
0.38,0.38,0.38,0.38,0.38,0.38,Mithapukur,Loam,HL,0.0394,0.08,0.00041,5.1,1.4,0.0506
0.38,0.39,0.38,0.38,0.38,0.38,Mithapukur,Loam,HL,0.1375,0.29,0.00038,2.9,0.8,0.0299
0.39,0.39,0.39,0.39,0.39,0.39,Mithapukur,Loam,HL,0.1893,0.37,0.00057,2.8,0.5,0.0222
0.39,0.39,0.39,0.39,0.39,0.39,Mithapukur,Loam,HL,0.0278,0.18,0.00042,2.5,0.6,0.0201
0.40,0.40,0.40,0.40,0.40,0.40,Mithapukur,Loam,HL,0.0372,0.15,0.00046,2,0.5,0.0332
0.40,0.40,0.40,0.40,0.40,0.40,Mithapukur,Loam,HL,0.0352,0.22,0.00034,2.4,0.5,0.0542
0.40,0.41,0.41,0.41,0.41,0.41,Mithapukur,Loam,HL,0.0192,0.06,0.00031,5.4,1.4,0.032
0.41,0.41,0.41,0.41,0.41,0.41,Mithapukur,Loam,HL,0.0374,0.15,0.00038,3.4,0.7,0.0138
0.41,0.42,0.42,0.42,0.42,0.42,Mithapukur,Loam,HL,0.0471,0.29,0.00031,2,0.4,0.059
0.42,0.42,0.42,0.42,0.42,0.42,Mithapukur,Loam,MEL,0.042,0.12,0.00032,2.4,0.5,0.041
0.42,0.43,0.43,0.43,0.42,0.43,Mithapukur,Loam,HL,0.0342,0.13,0.0003,3.8,0.9,0.0271
0.43,0.43,0.43,0.43,0.43,0.43,Mithapukur,Loam,HL,0.1897,0.8,0.00038,3.5,0.6,0.0213
0.43,0.44,0.44,0.44,0.43,0.44,Mithapukur,Loam,HL,0.1165,0.23,0.00053,2.1,0.3,0.0261
0.44,0.44,0.44,0.44,0.44,0.44,Mithapukur,Loam,HL,0.0418,0.17,0.0002,0.9,0.2,0.0329
0.44,0.45,0.45,0.45,0.44,0.45,Mithapukur,Loam,HL,0.1289,0.38,0.00044,2.2,0.5,0.0175
0.45,0.45,0.45,0.45,0.45,0.45,Mithapukur,Loam,HL,0.1544,0.37,0.00034,2.4,0.6,0.0374
0.45,0.46,0.45,0.45,0.45,0.45,Mithapukur,Loam,HL,0.0674,0.17,0.00023,1.5,0.3,0.0121
0.46,0.46,0.46,0.46,0.46,0.46,Mithapukur,Loam,HL,0.0129,0.08,0.00031,2.2,0.6,0.0307
0.46,0.47,0.46,0.46,0.46,0.46,Mithapukur,Loam,HL,0.0066,0.44,0.00041,1.5,0.4,0.0267
0.47,0.47,0.47,0.47,0.47,0.47,Mithapukur,Loam,HL,0.0528,0.33,0.00046,1.7,0.4,0.0427
0.47,0.48,0.47,0.47,0.47,0.47,Mithapukur,Loam,HL,0.0334,0.13,0.0002,1.8,0.5,0.0334
0.48,0.48,0.48,0.48,0.48,0.48,Mithapukur,Loam,HL,0.0518,0.14,0.0003,3.1,0.8,0.0311
0.48,0.49,0.48,0.48,0.48,0.48,Mithapukur,Loam,HL,0.0486,0.2,0.00049,3.2,0.8,0.0386
0.48,0.49,0.49,0.49,0.49,0.49,Mithapukur,Loam,HL,0.065,0.29,0.00036,2.6,0.6,0.0281
0.49,0.49,0.49,0.49,0.49,0.49,Mithapukur,Loam,HL,0.0235,0.11,0.00034,2.2,0.5,0.0247
0.49,0.50,0.50,0.50,0.50,0.50,Mithapukur,Loam,HL,0.0168,0.5,0.0003,2.1,0.6,0.0402
0.50,0.50,0.50,0.50,0.50,0.50,Mithapukur,Loam,HL,0.0848,0.32,0.00048,3.2,0.7,0.0415
0.50,0.51,0.51,0.51,0.51,0.51,Mithapukur,Loam,HL,0.0136,0.17,0.00036,4.2,0.7,0.0647
0.51,0.51,0.51,0.51,0.51,0.51,Mithapukur,Loam,HL,0.0282,0.11,0.00032,12.4,1.5,0.0415
0.51,0.52,0.52,0.52,0.51,0.52,Mithapukur,Loam,HL,0.075,0.22,0.0004,4.8,1.1,0.033
0.52,0.52,0.52,0.52,0.52,0.52,Mithapukur,Loam,HL,0.0861,0.24,0.00046,4.9,0.6,0.0296
0.52,0.53,0.53,0.53,0.52,0.53,Mithapukur,Loam,HL,0.0819,0.25,0.0007,0.7,0.1,0.021
0.53,0.53,0.53,0.53,0.53,0.53,Mithapukur,Loam,HL,0.0282,0.08,0.0003,0.7,0.1,0.0565
0.53,0.54,0.54,0.54,0.53,0.54,Mithapukur,Loam,HL,0.0395,0.04,0.00053,1.8,0.4,0.0216
0.54,0.54,0.54,0.54,0.54,0.54,Mithapukur,Loam,HL,0.0118,0.08,0.00025,3.9,0.5,0.028
0.54,0.55,0.54,0.54,0.54,0.54,Mithapukur,Loam,HL,0.0153,0.68,0.00023,1.8,0.3,0.0244
0.55,0.55,0.55,0.55,0.55,0.55,Mithapukur,Loam,HL,0.11,0.11,0.00048,4,1.3,0.0225
0.55,0.56,0.55,0.55,0.55,0.55,Mithapukur,Loam,HL,0.0186,0.11,0.00026,2.6,0.6,0.0248
0.56,0.56,0.56,0.56,0.56,0.56,Mithapukur,Loam,HL,0.0155,0.3,0.00026,2.6,0.6,0.0391
0.56,0.57,0.56,0.56,0.56,0.56,Mithapukur,Loam,HL,0.0415,0.13,0.00024,2.3,0.6,0.0507
0.56,0.57,0.57,0.57,0.57,0.57,Mithapukur,Loam,HL,0.0253,0.1,0.00021,3,0.8,0.0401
0.57,0.58,0.57,0.57,0.57,0.57,Mithapukur,Loam,HL,0.016,0.09,0.00021,3,1.2,0.0204
0.57,0.58,0.58,0.58,0.58,0.58,Mithapukur,Loam,HL,0.0228,0.34,0.0003,2.1,0.5,0.0291
0.58,0.59,0.58,0.58,0.58,0.58,Mithapukur,Loam,HL,0.0471,0.09,0.00048,4.3,0.8,0.0203
0.58,0.59,0.59,0.59,0.59,0.59,Mithapukur,Loam,HL,0.0147,0.1,0.00032,5.1,1,0.0299
0.59,0.59,0.59,0.59,0.59,0.59,Mithapukur,Loam,HL,0.0086,0.26,0.00024,4,0.99,0.0144
0.59,0.60,0.60,0.60,0.59,0.60,Mithapukur,Loam,HL,0.0225,0.15,0.00032,2.5,0.8,0.0183
0.60,0.60,0.60,0.60,0.60,0.60,Mithapukur,Loam,HL,0.0089,0.11,0.00021,2.5,0.8,0.0177
0.60,0.61,0.61,0.61,0.60,0.61,Mithapukur,Loam,HL,0.0208,0.08,0.00028,2.1,0.5,0.0206
0.61,0.61,0.61,0.61,0.61,0.61,Mithapukur,Loam,HL,0.029,0.15,0.00028,2.2,0.5,0.0245
0.61,0.62,0.62,0.62,0.61,0.62,Mithapukur,Loam,HL,0.0107,0.1,0.00028,2.9,0.7,0.0172
0.62,0.62,0.62,0.62,0.62,0.62,Mithapukur,Loam,HL,0.0071,0.14,0.00024,3,0.9,0.0275
0.62,0.63,0.63,0.63,0.62,0.63,Mithapukur,Loam,HL,0.0411,0.19,0.00021,2.5,0.5,0.0114
0.63,0.63,0.63,0.63,0.63,0.63,Mithapukur,Loam,HL,0.0148,0.11,0.00024,2.4,0.5,0.0325
0.63,0.64,0.63,0.63,0.63,0.63,Mithapukur,Loam,HL,0.0111,0.14,0.00028,2.3,0.4,0.0142
0.64,0.64,0.64,0.64,0.64,0.64,Mithapukur,Loam,HL,0.025,0.07,0.00063,2.5,0.7,0.0089
0.64,0.65,0.64,0.64,0.64,0.64,Mithapukur,Loam,HL,0.0128,0.18,0.00032,2.6,0.6,0.0505
0.64,0.65,0.65,0.65,0.65,0.65,Mithapukur,Loam,HL,0.0315,0.11,0.0004,1.2,0.3,0.0422
0.65,0.66,0.65,0.65,0.65,0.65,Mithapukur,Loam,HL,0.0143,0.31,0.00024,2.6,1,0.0271
0.65,0.66,0.66,0.66,0.66,0.66,Mithapukur,Loam,HL,0.0131,0.26,0.00046,3.1,1.2,0.0234
0.66,0.67,0.66,0.66,0.66,0.66,Mithapukur,Loam,HL,0.0222,0.12,0.00034,2.2,0.7,0.0142
0.66,0.67,0.67,0.67,0.67,0.67,Mithapukur,Loam,HL,0.0153,0.09,0.0005,1.6,0.4,0.0303
0.67,0.68,0.67,0.67,0.67,0.67,Mithapukur,Loam,HL,0.0048,0.05,0.00034,2.3,0.7,0.0358
0.67,0.68,0.68,0.68,0.68,0.68,Mithapukur,Loam,HL,0.0048,0.07,0.00034,4.5,1.5,0.018
0.68,0.68,0.68,0.68,0.68,0.68,Mithapukur,Loam,HL,0.0032,0.06,0.00024,3.6,1.1,0.0269
0.68,0.69,0.69,0.69,0.68,0.69,Mithapukur,Loam,HL,0.0085,0.05,0.00016,3.6,0.9,0.0092
0.69,0.69,0.69,0.69,0.69,0.69,Mithapukur,Loam,MEL,0.0062,0.07,0.00023,2.4,0.6,0.0089
0.69,0.70,0.70,0.70,0.69,0.70,Mithapukur,Loam,MEL,0.0153,0.13,0.00046,1.8,0.4,0.0208
0.70,0.70,0.70,0.70,0.70,0.70,Mithapukur,Loam,MEL,0.024,0.39,0.00032,1.5,0.4,0.0351
0.70,0.71,0.71,0.71,0.70,0.71,Mithapukur,Loam,MEL,0.009,0.31,0.00024,2.1,0.5,0.0121
0.71,0.71,0.71,0.71,0.71,0.71,Mithapukur,Loam,MEL,0.0433,0.15,0.00052,2.2,0.5,0.03
0.71,0.72,0.72,0.72,0.71,0.72,Mithapukur,Loam,MEL,0.00775,0.1,0.0004,2.2,0.5,0.0332
0.72,0.72,0.72,0.72,0.72,0.72,Mithapukur,Loam,MEL,0.0176,0.1,0.00032,2.2,0.5,0.0149
0.72,0.73,0.72,0.72,0.72,0.72,Mithapukur,Loam,MEL,0.0063,0.04,0.00038,2.1,0.4,0.029
0.72,0.73,0.73,0.73,0.73,0.73,Mithapukur,Loam,MEL,0.0077,0.08,0.00022,2.3,0.7,0.0149
0.73,0.74,0.73,0.73,0.73,0.73,Mithapukur,Loam,MEL,0.0029,0.25,0.00024,3.6,1.3,0.0191
0.73,0.74,0.74,0.74,0.74,0.74,Mithapukur,Loam,MEL,0.0061,0.09,0.00053,2,0.5,0.021
0.74,0.75,0.74,0.74,0.74,0.74,Mithapukur,Loam,MEL,0.042,0.23,0.00038,2.5,0.6,0.0322
0.74,0.75,0.75,0.75,0.75,0.75,Mithapukur,Loam,MEL,0.0071,0.19,0.0004,2.4,0.6,0.0312
0.75,0.76,0.75,0.75,0.75,0.75,Mithapukur,Loam,MEL,0.0119,0.21,0.00034,3.4,1.1,0.0122
0.75,0.76,0.76,0.76,0.76,0.76,Mithapukur,Loam,MEL,0.0183,0.1,0.00051,2.7,0.7,0.0109
0.76,0.77,0.76,0.76,0.76,0.76,Mithapukur,Loam,MEL,0.0238,0.06,0.00073,1.2,0.3,0.0206
0.76,0.77,0.77,0.77,0.76,0.77,Mithapukur,Loam,MEL,0.019,0.22,0.00051,2,0.4,0.0453
0.77,0.78,0.77,0.77,0.77,0.77,Mithapukur,Loam,MEL,0.0088,0.1,0.0004,2.7,0.5,0.0223
0.77,0.78,0.78,0.78,0.77,0.78,Mithapukur,Loam,MEL,0.0113,0.08,0.00028,3.6,1.2,0.0176
0.78,0.78,0.78,0.78,0.78,0.78,Mithapukur,Loam,MEL,0.0063,0.35,0.00036,3.2,0.8,0.0322
0.78,0.79,0.79,0.79,0.78,0.79,Mithapukur,Loam,MEL,0.0057,0.09,0.00032,3.1,0.8,0.021
0.79,0.79,0.79,0.79,0.79,0.79,Mithapukur,Loam,MEL,0.0483,0.09,0.00049,3.4,1.2,0.0176
0.79,0.80,0.80,0.80,0.79,0.80,Mithapukur,Loam,MEL,0.0123,0.12,0.0003,3,0.9,0.0469
0.80,0.80,0.80,0.80,0.80,0.80,Mithapukur,Loam,MEL,0.0073,0.26,0.0003,2.7,0.6,0.028
0.80,0.81,0.81,0.81,0.80,0.81,Mithapukur,Loam,MEL,0.0072,0.07,0.00043,3.3,0.8,0.0146
0.80,0.81,0.81,0.81,0.81,0.81,Mithapukur,Loam,MEL,0.0086,0.18,0.00045,2.2,0.5,0.0312
0.81,0.82,0.81,0.82,0.81,0.81,Mithapukur,Loam,MEL,0.0217,0.06,0.00032,3.2,0.9,0.0159
0.81,0.82,0.82,0.82,0.82,0.82,Mithapukur,Loam,MEL,0.0069,0.08,0.00051,3.3,0.8,0.0312
0.82,0.83,0.82,0.82,0.82,0.82,Mithapukur,Loam,MEL,0.0043,0.09,0.00053,4.5,1,0.0594
0.82,0.83,0.83,0.83,0.83,0.83,Mithapukur,Loam,MEL,0.005,0.06,0.0004,2.7,0.7,0.0589
0.83,0.84,0.83,0.83,0.83,0.83,Mithapukur,Loam,MEL,0.0477,0.1,0.00063,1.8,0.4,0.0447
0.83,0.84,0.84,0.84,0.84,0.84,Mithapukur,Loam,MEL,0.0044,0.1,0.00022,2.9,0.9,0.0104
0.84,0.85,0.84,0.84,0.84,0.84,Mithapukur,Loam,MEL,0.0145,0.12,0.00017,2.1,0.4,0.0232
0.84,0.85,0.85,0.85,0.85,0.85,Mithapukur,Loam,MEL,0.0132,0.07,0.00028,2,0.4,0.0199
0.85,0.86,0.85,0.85,0.85,0.85,Mithapukur,Loam,MEL,0.0089,0.18,0.0003,2.7,0.8,0.0167
0.85,0.86,0.86,0.86,0.85,0.86,Mithapukur,Loam,MEL,0.0098,0.07,0.00015,2.9,0.8,0.0175
0.86,0.87,0.86,0.86,0.86,0.86,Mithapukur,Loam,MEL,0.0078,0.05,0.00036,3.9,1.3,0.00043
0.86,0.87,0.87,0.87,0.86,0.87,Mithapukur,Loam,MEL,0.0042,0.06,0.0003,2.4,0.7,0.0392
0.87,0.88,0.87,0.87,0.87,0.87,Mithapukur,Loam,MEL,0.0046,0.16,0.00042,3.8,1.2,0.0219
0.87,0.88,0.88,0.88,0.87,0.88,Mithapukur,Loam,MEL,0.0073,0.12,0.00026,2.8,0.7,0.0392
0.88,0.88,0.88,0.88,0.88,0.88,Mithapukur,Loam,MEL,0.004,0.27,0.00032,3.1,0.9,0.0334
0.88,0.89,0.89,0.89,0.88,0.89,Mithapukur,Loam,MEL,0.0136,0.16,0.00026,3.1,0.8,0.0478
0.88,0.89,0.89,0.89,0.89,0.89,Mithapukur,Loam,MEL,0.0336,0.12,0.00032,2.5,0.5,0.0422
0.89,0.90,0.90,0.90,0.89,0.90,Mithapukur,Loam,MEL,0.034,0.06,0.00034,2.1,0.4,0.0247
0.89,0.90,0.90,0.90,0.90,0.90,Mithapukur,Loam,MEL,0.0082,0.08,0.00028,2.2,0.6,0.0133
0.90,0.91,0.90,0.91,0.90,0.90,Mithapukur,Loam,MEL,0.005,0.07,0.0003,2.6,0.6,0.012
0.90,0.91,0.91,0.91,0.91,0.91,Mithapukur,Loam,MEL,0.009,0.15,0.00028,2.3,0.6,0.0284
0.91,0.92,0.91,0.91,0.91,0.91,Mithapukur,Loam,MEL,0.0085,0.1,0.00024,2.6,0.6,0.0163
0.91,0.92,0.92,0.92,0.92,0.92,Mithapukur,Loam,MEL,0.017,0.11,0.00049,3.6,1,0.0254
0.92,0.93,0.92,0.92,0.92,0.92,Mithapukur,Loam,MEL,0.007,0.1,0.00038,3.9,0.9,0.0334
0.92,0.93,0.93,0.93,0.93,0.93,Mithapukur,Loam,MEL,0.0066,0.15,0.00041,3.2,0.8,0.0344
0.93,0.94,0.93,0.93,0.93,0.93,Mithapukur,Loam,MEL,0.0043,0.2,0.00034,3.2,0.8,0.0213
